20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
41,41,41,41,47,4,10,5,48,41,41,41,41,41,41,41,41,41,41,41,41,41
6,6,6,6,6,7,0,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,9,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,1,1,1,1,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,46,46,46,42,4,10,5,43,46,46,46,46,46,46,46,46,46,46,46,46,46
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,45,4,10,5,44,20,20,20,20,20,20,20,20,20,20,20,20,20
